,personal,household,care_hh,care_nonhh,work_act,education_act,consume,prof_care,household_service,government,eating,leisure,sports,religious,volunteer,telephone,travel,sleep,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
142700,480,65,0,0,440,105,35,0,0,0,35,60,45,0,0,20,155,0.0,40,18.79,2013,44,2,1,52,3,0
142701,420,60,130,0,575,0,0,0,0,0,50,130,0,0,0,0,75,0.0,50,7.346,2013,39,1,2,33,3,1
142705,470,150,0,0,460,0,5,0,0,0,60,220,0,0,0,0,73,0.0,40,12.5,2013,40,1,1,22,3,0
142711,480,30,5,0,467,0,0,0,0,0,80,285,33,0,0,0,20,0.0,40,16.69,2013,40,1,1,58,2,0
142728,420,0,165,0,305,0,0,0,0,0,30,90,60,0,230,0,140,0.0,50,16.14,2013,43,1,1,52,1,1
142731,440,30,0,0,854,0,0,0,0,0,45,60,0,0,5,0,6,0.0,65,7.08876923077,2013,43,2,2,30,1,0
142734,470,0,7,0,676,0,0,0,0,0,180,0,0,0,0,0,107,0.0,70,4.945,2013,39,1,1,39,1,3
142738,875,80,0,0,180,0,135,0,0,0,60,30,0,0,0,0,80,0.0,40,10.25,2013,39,2,1,42,3,0
142739,435,0,0,0,460,0,5,0,0,0,90,270,45,0,0,60,75,0.0,40,42.78825,2013,42,1,1,30,3,0
142740,603,0,0,0,520,0,32,5,0,0,90,105,0,0,0,0,85,0.0,70,21.978,2013,40,2,1,58,3,0
142746,480,60,0,0,497,0,0,0,0,0,39,328,0,0,0,0,36,0.0,40,29.0,2013,43,1,1,34,3,0
142751,530,60,70,0,535,0,0,0,0,0,20,165,0,0,0,0,60,0.0,40,24.03825,2013,43,2,1,28,1,2
142754,525,130,0,0,465,0,0,0,0,0,75,110,26,0,0,0,34,0.0,40,37.5,2013,43,1,1,30,3,0
142756,525,30,0,0,580,0,0,0,0,0,30,175,0,0,0,0,70,0.0,50,22.3,2013,39,2,1,50,1,3
142758,460,0,0,0,546,0,11,0,0,0,30,230,0,0,0,0,163,0.0,40,18.5,2013,42,2,1,51,1,0
142770,530,21,134,0,480,0,75,0,0,0,45,65,0,0,0,0,90,0.0,40,60.096,2013,46,2,1,34,1,1
142779,659,23,0,0,466,0,0,0,0,0,50,135,0,20,0,0,72,0.0,40,16.25,2013,44,2,1,55,1,0
142795,576,47,0,0,570,0,0,0,0,0,80,122,0,0,0,0,45,0.0,50,7.3846,2013,40,2,1,46,3,0
142806,630,10,0,0,570,0,5,0,0,0,45,135,0,0,0,0,45,0.0,60,6.0,2013,41,2,1,23,3,2
142811,465,0,0,0,435,0,180,0,0,0,80,120,0,0,0,0,160,0.0,40,28.846,2013,43,2,1,53,3,0
142815,540,0,0,0,565,0,0,0,0,0,150,115,0,0,0,0,70,0.0,50,23.0768,2013,40,1,1,36,2,0
142817,615,150,30,0,150,0,0,0,0,0,160,105,50,45,65,0,70,0.0,50,19.2306,2013,43,2,2,58,1,1
142820,360,0,0,46,540,0,40,0,0,0,47,221,95,0,0,0,91,0.0,52,11.5384615385,2013,43,2,1,23,3,0
142824,406,85,20,0,515,0,25,0,0,0,74,190,0,10,0,0,105,0.0,50,21.48,2013,39,1,1,32,1,3
142831,570,60,5,0,485,0,0,0,0,0,30,240,0,0,0,0,50,0.0,40,15.0,2013,39,2,2,49,3,1
142832,520,75,15,0,445,0,0,0,0,0,45,240,0,0,0,0,100,0.0,40,14.5,2013,42,2,1,31,3,3
142838,510,60,62,0,483,0,0,0,0,0,60,60,105,0,0,0,100,0.0,40,57.69225,2013,45,1,1,31,1,1
142849,383,75,0,0,727,0,0,0,0,0,20,175,35,0,0,0,25,0.0,40,12.5,2013,42,1,1,60,3,0
142850,540,0,0,2,478,0,5,10,0,0,80,280,0,0,0,0,45,0.0,40,17.5,2013,39,1,2,40,3,0
142851,519,313,20,80,25,0,5,30,0,0,95,183,0,0,0,0,170,0.0,40,30.0,2013,42,1,1,40,1,2
142857,515,0,0,0,505,0,25,60,0,0,60,175,0,0,0,0,100,0.0,60,28.205,2013,44,2,1,53,1,0
142859,395,270,175,0,508,0,5,0,0,0,40,0,0,0,0,0,47,0.0,40,17.3075,2013,40,2,2,32,1,2
142879,470,35,0,0,465,0,0,0,0,0,65,345,0,0,0,0,60,0.0,40,12.0,2013,42,1,1,55,3,0
142891,744,175,0,0,30,0,100,0,0,0,60,64,26,105,0,20,116,0.0,40,49.519,2013,43,2,1,35,3,2
142894,485,0,0,0,455,0,5,0,0,0,105,285,0,0,0,0,105,0.0,40,37.5,2013,44,1,1,51,3,0
142899,315,245,0,0,745,0,0,0,0,0,70,30,20,0,0,0,15,0.0,50,19.2306,2013,43,2,1,27,1,0
142904,465,0,55,0,515,0,0,0,0,0,110,45,0,0,0,0,250,0.0,40,55.275,2013,44,1,1,45,1,1
142906,710,135,0,0,85,0,30,0,0,0,55,230,0,90,0,0,75,0.0,45,35.8973333333,2013,43,1,1,33,3,0
142911,505,5,115,0,428,0,0,0,0,0,35,172,60,15,0,0,105,0.0,45,29.9144444444,2013,40,1,1,30,1,1
142912,570,10,0,0,444,0,7,0,0,0,60,238,0,0,0,66,45,0.0,38,11.0968421053,2013,43,2,1,30,3,1
142917,598,0,0,0,715,0,0,0,0,0,113,0,0,0,0,0,14,0.0,78,9.86538461538,2013,39,1,1,26,2,2
142932,465,60,0,0,720,0,0,0,0,0,60,90,45,0,0,0,0,0.0,40,68.75,2013,43,2,1,50,3,0
142936,590,20,75,0,455,0,15,0,0,0,35,210,0,0,0,0,40,0.0,40,9.23075,2013,39,2,1,37,1,2
142938,635,0,0,10,455,0,0,0,0,0,45,215,0,0,0,0,80,0.0,40,16.25,2013,40,1,1,58,3,0
142939,495,0,150,0,505,0,0,0,150,0,30,40,45,0,0,0,25,0.0,40,36.5,2013,42,1,1,40,1,2
142948,627,30,3,0,660,0,0,0,0,0,15,53,0,0,0,0,52,0.0,56,11.4285714286,2013,39,1,1,41,1,0
142951,540,105,0,0,595,0,0,0,0,0,35,70,60,0,0,0,20,0.0,50,46.1538,2013,43,2,2,49,1,0
142954,525,240,0,0,570,0,25,0,0,0,30,0,0,0,0,0,50,0.0,60,48.0768333333,2013,45,1,1,45,3,0
142955,570,0,0,140,475,0,0,90,0,0,85,0,0,0,0,0,80,0.0,40,7.2115,2013,40,1,1,21,3,0
142961,630,120,0,0,430,0,0,0,0,0,90,130,0,0,0,0,40,0.0,40,13.30375,2013,40,2,1,44,3,2
142962,455,0,0,0,545,0,0,0,0,0,65,195,130,0,0,0,50,0.0,40,21.25,2013,43,1,1,45,1,0
142965,365,90,0,0,584,0,0,0,0,0,149,150,0,0,0,0,102,0.0,45,23.5042222222,2013,43,1,1,42,1,2
142966,465,0,0,0,630,0,0,0,0,0,30,255,0,0,0,0,45,0.0,55,14.5454545455,2013,40,1,1,48,1,0
142973,520,0,0,0,647,0,0,0,0,0,45,210,0,0,0,0,18,0.0,37,8.64864864865,2013,39,2,1,60,3,0
142976,388,75,0,2,630,0,0,0,0,0,25,210,0,0,0,0,110,0.0,36,10.4166666667,2013,39,2,1,45,3,0
142994,625,60,0,0,545,0,30,0,0,0,70,60,0,0,0,0,50,0.0,40,28.846,2013,44,1,1,39,3,0
142996,495,15,0,0,650,0,0,0,0,0,75,65,75,0,0,0,65,0.0,80,36.057625,2013,44,2,1,55,3,0
142999,510,0,0,0,650,0,0,0,0,0,90,150,0,0,0,0,40,0.0,40,64.9,2013,43,1,1,58,1,0
143000,480,195,0,0,429,0,0,0,0,0,65,199,0,0,0,60,12,0.0,40,19.7115,2013,40,2,1,60,3,0
143001,605,0,0,0,485,0,0,0,0,0,150,160,0,0,0,0,40,0.0,40,10.0,2013,39,1,1,29,1,3
143005,447,123,0,0,577,0,10,0,0,0,60,199,0,0,0,0,24,0.0,60,19.2306666667,2013,39,1,2,69,1,0
143016,490,115,0,0,600,0,0,0,0,0,60,15,15,0,0,0,145,0.0,35,10.5,2013,33,1,1,64,1,0
143017,420,0,4,0,480,0,0,0,0,0,50,321,0,0,0,0,165,0.0,40,14.5,2013,35,1,1,40,1,3
143020,595,85,0,0,510,0,0,0,0,0,60,150,0,0,0,0,20,0.0,40,72.11525,2013,43,1,1,30,2,0
143021,350,60,160,0,515,0,0,0,0,0,60,45,0,0,0,0,250,0.0,56,12.0,2013,43,2,1,42,1,3
143025,628,100,0,0,420,0,50,0,0,0,60,110,0,0,0,0,72,0.0,40,12.0,2013,40,2,1,23,1,0
143026,565,205,0,0,600,0,0,0,0,0,30,0,0,0,0,0,40,0.0,63,6.98412698413,2013,40,2,1,64,3,0
143035,500,45,0,150,435,0,30,0,0,0,75,135,0,0,0,0,70,0.0,52,14.0530769231,2013,41,2,2,54,2,0
143037,429,240,0,0,180,0,0,0,0,0,30,316,0,0,205,0,40,0.0,50,36.5384,2013,40,1,1,36,1,2
143040,465,85,65,0,60,0,150,105,30,0,45,315,0,0,0,0,120,0.0,45,27.7777777778,2013,43,2,1,52,3,1
143044,555,0,150,0,470,0,0,0,0,0,50,15,0,0,0,0,110,0.0,40,27.8845,2013,44,1,1,51,1,3
143047,370,5,60,0,700,0,0,0,0,0,79,120,0,0,0,0,106,0.0,40,21.25,2013,43,1,1,46,1,2
143055,555,60,0,0,485,0,15,0,0,0,30,255,0,0,0,0,40,0.0,40,17.56825,2013,40,1,1,37,3,0
143058,690,30,0,2,10,0,0,0,0,0,30,588,0,0,0,0,90,0.0,50,33.3332,2013,43,1,1,35,1,1
143059,385,30,0,0,540,0,0,0,0,0,100,240,0,0,0,0,30,0.0,60,10.4166666667,2013,32,1,1,57,1,0
143067,510,0,0,0,420,0,0,0,0,0,60,390,0,0,0,0,60,0.0,60,16.0255,2013,41,1,1,25,1,1
143075,517,40,0,0,540,0,25,0,0,0,60,215,0,0,0,0,43,0.0,40,15.94875,2013,39,1,2,40,1,0
143076,530,0,0,0,565,0,0,30,0,0,20,150,0,0,0,0,145,0.0,55,7.27272727273,2013,36,1,1,54,1,0
143089,350,206,0,10,479,0,70,0,0,0,10,150,0,0,106,0,59,0.0,70,8.57142857143,2013,40,2,1,63,1,0
143090,564,23,0,2,580,0,0,0,0,0,15,73,70,0,0,1,112,0.0,50,9.0,2013,43,2,1,25,3,0
143093,470,0,30,0,343,180,8,0,0,0,15,207,0,0,0,0,97,0.0,60,17.6281666667,2013,43,1,1,25,1,1
143101,375,30,1,0,504,0,0,0,0,0,85,200,90,10,0,0,145,0.0,40,34.47,2013,42,2,2,45,3,1
143105,306,0,0,0,565,0,0,0,0,0,150,234,0,0,0,0,185,0.0,60,20.0,2013,46,2,1,28,3,0
143112,640,253,0,0,395,0,0,0,0,0,60,42,0,0,0,0,50,0.0,40,9.25,2013,40,2,1,53,3,2
143115,495,50,0,0,315,0,32,0,0,0,15,415,0,0,0,0,118,0.0,53,9.85849056604,2013,42,1,2,37,3,0
143119,628,0,17,0,475,0,20,0,0,0,105,148,0,0,0,0,47,0.0,40,36.0575,2013,43,1,1,39,1,2
143120,495,75,0,0,590,0,80,0,0,0,35,125,0,0,0,0,40,0.0,45,29.0597777778,2013,44,2,1,56,1,0
143126,600,360,0,0,40,0,110,0,0,0,120,180,0,0,0,0,30,0.0,70,16.4834285714,2013,45,2,1,38,1,1
143134,560,70,0,0,330,0,5,60,0,0,20,230,15,0,0,0,150,0.0,40,20.769,2013,43,2,1,38,3,1
143135,240,0,0,0,1140,0,30,0,0,0,10,0,0,0,0,0,20,0.0,70,16.4714285714,2013,39,1,1,61,3,0
143136,615,245,0,0,60,0,32,0,0,0,45,388,0,0,0,30,25,0.0,35,82.4174285714,2013,46,1,1,64,3,0
143139,270,10,0,0,929,0,30,0,0,0,76,45,0,0,0,0,80,0.0,50,22.3076,2013,43,2,1,39,3,0
143147,635,0,35,0,460,0,0,0,0,0,90,170,0,0,0,0,50,0.0,45,14.5297777778,2013,39,2,1,34,2,2
143150,600,15,0,0,130,0,0,0,0,0,45,600,0,0,0,0,50,0.0,40,22.375,2013,43,2,1,37,1,2
143158,585,30,100,0,465,0,30,0,0,0,45,150,0,0,0,0,35,0.0,55,22.0278181818,2013,43,1,1,28,1,1
143163,720,81,7,0,465,0,3,0,0,0,30,90,0,0,0,0,44,0.0,38,12.0726315789,2013,43,2,2,35,3,2
143179,439,135,0,0,445,0,0,0,0,0,70,180,0,0,149,0,22,0.0,45,23.4111111111,2013,42,1,1,29,1,1
143182,530,240,0,0,450,0,6,0,0,0,30,120,0,0,0,0,64,0.0,35,57.1428571429,2013,39,1,2,26,1,0
143183,485,40,0,0,640,0,0,0,0,0,30,160,0,0,0,45,40,0.0,55,20.9636363636,2013,44,2,1,67,1,0
143184,595,150,75,0,460,0,0,0,0,0,60,10,0,0,0,0,90,0.0,40,13.68,2013,39,2,1,31,1,3
143186,630,30,0,0,440,0,0,0,0,0,55,215,0,0,0,0,70,0.0,40,10.93,2013,39,1,1,70,3,0
143187,580,205,0,0,560,0,0,0,0,0,75,0,0,0,0,0,20,0.0,40,11.5,2013,40,2,1,28,1,0
143188,560,135,0,0,5,0,5,0,0,0,50,665,0,0,0,0,20,0.0,40,18.87,2013,43,1,1,29,3,0
143191,465,0,0,0,945,0,15,0,0,0,15,0,0,0,0,0,0,0.0,60,17.6281666667,2013,39,1,2,46,3,0
143199,435,0,0,0,610,0,0,0,0,0,5,270,0,0,0,0,120,0.0,50,30.7692,2013,40,1,3,53,1,0
143202,480,25,0,0,480,0,30,0,0,0,115,175,40,0,0,0,95,0.0,40,24.03825,2013,43,1,1,59,1,0
143206,570,0,0,0,480,0,0,0,0,0,60,60,180,0,0,0,90,0.0,40,18.75,2013,44,2,1,40,1,0
143208,660,335,0,0,30,0,0,0,0,0,55,240,120,0,0,0,0,0.0,40,40.0,2013,43,1,1,55,1,1
143211,440,20,0,0,510,0,0,0,0,0,95,90,0,0,0,0,105,0.0,40,57.6875,2013,44,1,1,42,1,2
143213,350,30,0,0,493,0,45,0,0,0,363,50,0,0,0,0,109,0.0,50,16.923,2013,39,1,1,39,3,0
143216,575,0,0,0,474,0,0,0,0,0,120,130,120,0,0,0,21,0.0,40,13.5,2013,39,1,1,20,3,0
143220,583,0,0,120,551,0,0,0,0,0,85,93,0,0,0,0,8,0.0,45,3.55555555556,2013,40,1,2,26,3,0
143225,640,111,0,0,409,0,0,0,0,0,15,190,0,0,0,20,55,0.0,40,28.75,2013,42,2,1,51,3,0
143227,600,405,0,0,15,0,0,0,0,0,220,160,0,0,0,0,40,0.0,60,48.0768333333,2013,42,1,1,48,1,1
143230,640,30,5,0,485,0,0,0,0,0,0,235,0,0,0,0,45,0.0,40,21.875,2013,40,1,1,40,3,2
143231,450,0,0,0,490,0,40,0,0,0,80,340,0,0,0,0,40,0.0,40,12.5,2013,39,1,1,44,3,0
143233,665,0,0,165,445,0,0,0,0,0,60,15,0,0,0,0,90,0.0,40,10.0,2013,40,2,1,48,3,0
143234,545,0,0,0,795,0,0,0,0,0,30,30,0,0,0,0,40,0.0,58,9.48275862069,2013,39,1,2,38,3,2
143237,555,60,0,0,5,0,120,0,0,0,180,420,0,0,0,0,100,0.0,45,48.2904444444,2013,44,2,1,26,2,0
143239,390,0,0,0,705,0,20,0,0,0,25,270,0,0,0,0,30,0.0,55,21.6781818182,2013,42,1,1,25,3,0
143240,465,0,0,0,830,0,0,0,0,0,40,0,0,0,0,0,105,0.0,50,19.2306,2013,43,1,1,37,1,0
143254,525,125,0,0,565,0,0,0,0,0,32,131,0,0,0,0,62,0.0,50,13.0,2013,39,1,2,35,3,3
143256,510,0,0,0,600,0,0,0,0,0,30,135,0,0,0,0,15,0.0,45,11.5555555556,2013,39,2,1,49,1,0
143258,570,30,0,0,520,0,0,0,0,0,80,35,60,0,10,0,135,0.0,40,72.11525,2013,44,2,1,30,1,0
143259,705,0,0,0,495,0,0,0,0,0,60,120,0,0,0,0,60,0.0,40,17.86,2013,43,2,1,23,2,0
143260,520,80,60,0,465,0,0,0,0,0,5,290,0,0,0,0,20,0.0,45,13.3777777778,2013,39,2,1,29,1,2
143261,500,0,5,0,507,0,0,0,0,0,15,90,0,0,0,0,53,0.0,40,5.769,2013,40,1,1,23,1,0
143270,550,35,0,0,480,0,70,0,0,0,75,135,0,0,0,0,95,0.0,40,23.07675,2013,43,2,1,29,3,0
143281,565,120,0,0,545,0,0,0,0,0,30,120,0,0,0,0,60,0.0,40,28.75,2013,39,2,1,45,3,1
143282,570,80,580,0,90,0,0,0,0,0,30,30,0,0,0,0,0,0.0,40,59.02775,2013,46,2,1,34,1,2
143287,785,0,0,0,100,0,0,0,0,0,30,505,0,0,0,0,20,0.0,60,27.1153333333,2013,46,2,2,46,3,0
143294,495,7,0,0,705,0,10,0,0,0,30,143,0,0,0,0,50,0.0,65,15.3846153846,2013,39,1,1,31,3,0
143297,593,150,0,180,60,0,65,0,0,0,90,180,90,0,0,0,32,0.0,50,38.4614,2013,43,1,1,57,1,0
143302,480,20,0,0,510,0,0,0,0,0,120,140,0,0,0,0,170,0.0,50,38.4614,2013,43,1,1,52,3,0
143303,475,25,0,0,525,0,0,0,0,0,153,0,0,0,220,0,42,0.0,40,26.923,2013,44,2,1,27,3,0
143304,570,165,45,0,415,0,10,0,0,0,20,90,90,0,0,0,35,0.0,35,38.4614285714,2013,42,2,1,47,2,1
143310,450,175,90,0,300,0,0,0,0,0,75,105,0,120,0,0,125,0.0,36,12.1794444444,2013,42,2,1,51,1,1
143312,490,10,100,0,680,0,0,0,0,0,80,60,0,0,0,0,20,0.0,45,47.0084444444,2013,46,2,1,38,1,2
143324,570,90,0,0,555,0,0,0,0,0,60,45,0,0,0,60,60,0.0,40,20.0,2013,39,2,1,51,3,0
143327,525,10,0,0,615,20,0,0,0,0,40,185,0,0,0,0,30,0.0,50,57.6922,2013,40,1,1,37,3,0
143335,525,0,0,161,462,0,4,0,0,0,83,126,0,0,0,0,79,0.0,40,19.23075,2013,39,2,2,57,3,0
143339,705,25,0,0,195,0,0,0,0,0,20,435,0,0,0,0,60,0.0,37,8.91891891892,2013,40,1,1,34,1,0
143343,195,60,120,0,495,120,0,0,0,0,60,300,0,0,0,0,90,0.0,80,4.5,2013,39,2,2,29,3,3
143358,555,22,0,0,499,0,10,0,0,40,62,170,0,0,0,0,82,0.0,40,28.825,2013,43,2,1,42,2,0
143359,565,50,0,0,577,0,0,0,0,0,20,145,0,0,0,40,43,0.0,45,32.0511111111,2013,43,2,1,51,1,0
143361,510,40,0,0,460,0,0,0,0,0,15,405,0,0,0,0,10,0.0,40,12.019,2013,43,1,1,63,3,0
143364,510,18,0,0,735,0,0,0,0,0,15,90,0,0,0,0,72,0.0,50,27.45,2013,40,2,1,52,3,0
143368,835,0,0,0,480,0,0,0,0,0,0,75,0,0,0,0,50,0.0,37,13.33,2013,36,2,1,60,3,0
143370,685,25,0,0,475,0,0,0,0,0,45,45,45,0,30,60,30,0.0,44,10.9263636364,2013,43,2,1,33,3,0
143381,485,0,190,0,455,0,0,0,0,0,60,55,0,0,0,0,140,0.0,40,7.5,2013,41,1,1,31,1,2
143382,538,151,0,0,230,0,30,0,0,0,100,122,40,90,0,0,79,0.0,45,26.9228888889,2013,46,1,1,49,3,0
143384,494,145,0,0,545,0,5,0,0,0,79,120,0,0,0,0,52,0.0,40,12.5,2013,39,1,2,45,1,1
143387,525,20,25,0,10,0,0,0,0,0,205,160,425,0,0,0,70,0.0,45,45.7264444444,2013,44,1,1,41,1,2
143394,375,30,0,0,458,0,5,0,0,0,90,392,0,0,0,0,90,0.0,42,21.4285714286,2013,42,2,1,47,3,0
143395,570,45,60,0,360,0,15,0,0,0,85,210,0,0,0,15,80,0.0,40,15.19225,2013,40,2,1,39,3,2
143401,580,120,80,0,565,0,0,0,0,0,0,55,0,0,0,0,40,0.0,36,7.77777777778,2013,41,2,1,26,3,4
143404,460,0,0,0,385,0,0,0,0,0,20,535,0,0,0,0,40,0.0,52,8.65384615385,2013,41,2,1,29,3,0
143405,495,15,30,0,540,0,0,0,0,0,120,59,0,90,0,0,91,0.0,40,28.846,2013,43,1,1,48,1,2
143407,415,190,15,0,650,0,0,0,0,0,105,60,0,0,5,0,0,0.0,55,52.4474545455,2013,42,2,1,40,1,3
143408,580,70,95,0,480,0,0,0,0,0,60,90,0,0,0,0,65,0.0,40,13.846,2013,39,2,1,37,2,2
143411,490,0,0,0,600,0,0,0,0,0,105,30,90,0,0,0,125,0.0,50,50.3846,2013,44,1,1,35,1,4
143414,430,60,30,0,595,0,0,0,0,0,85,200,0,0,0,0,40,0.0,40,72.11525,2013,40,1,1,43,1,2
143415,480,0,0,0,535,0,0,0,0,0,30,325,60,0,0,0,10,0.0,70,15.3845714286,2013,46,1,1,32,3,0
143417,530,33,30,0,500,0,0,0,0,0,85,186,0,30,0,6,40,0.0,40,57.69225,2013,43,1,1,44,1,2
143420,510,36,0,0,475,0,0,0,0,0,83,284,0,0,0,0,52,0.0,40,24.375,2013,39,1,1,64,3,0
143423,583,65,40,0,492,0,0,0,0,0,80,145,0,0,0,0,35,0.0,42,29.3038095238,2013,44,1,1,31,2,1
143438,410,310,0,0,650,0,0,0,0,0,30,20,0,0,0,0,20,0.0,47,47.0538297872,2013,43,2,1,51,1,0
143444,615,40,0,0,525,0,0,0,0,0,15,180,15,0,0,20,30,0.0,45,13.8888888889,2013,40,2,1,53,1,0
143445,470,55,0,0,575,0,10,0,0,0,30,205,0,0,0,0,95,0.0,40,15.45,2013,40,1,1,28,1,0
143448,480,0,0,0,510,0,0,0,0,0,45,345,0,0,0,0,60,0.0,45,20.0,2013,39,1,2,58,1,0
143451,495,0,0,0,555,0,15,0,0,0,70,88,0,30,0,0,137,0.0,50,11.0,2013,44,1,1,37,2,1
143452,570,15,30,20,485,0,0,0,0,0,75,180,0,0,0,0,50,0.0,40,15.0,2013,37,2,1,33,3,3
143453,505,160,0,0,479,0,0,0,0,0,181,65,0,0,0,0,50,0.0,40,8.5,2013,34,2,1,63,1,2
143455,480,140,0,0,545,0,0,60,0,0,20,95,0,0,0,0,100,0.0,45,25.6408888889,2013,39,2,1,60,3,0
143458,495,75,0,0,465,0,30,0,0,0,50,160,0,0,0,0,100,0.0,40,48.075,2013,44,2,2,59,3,0
143465,495,90,0,0,520,0,0,0,0,0,110,0,90,0,0,0,135,0.0,40,47.8845,2013,41,1,1,41,1,3
143467,615,155,45,0,7,0,110,0,0,0,50,303,0,0,0,0,60,0.0,35,19.0,2013,45,2,1,38,3,2
143472,630,0,0,0,238,0,57,135,20,0,75,100,0,0,0,0,185,0.0,46,37.1236956522,2013,44,2,1,37,2,0
143484,836,0,0,0,396,0,0,0,0,0,60,30,0,0,0,0,118,0.0,40,17.5,2013,43,1,1,54,3,0
143491,510,0,60,0,480,0,0,0,0,0,90,180,60,0,0,0,0,0.0,40,67.3075,2013,45,1,1,30,1,1
143495,515,120,0,0,585,0,0,0,0,0,0,195,0,0,0,0,25,0.0,48,12.6041666667,2013,41,1,1,27,1,0
143499,355,135,182,0,657,0,0,0,0,0,40,65,0,0,0,0,6,0.0,45,25.6408888889,2013,42,1,2,37,1,2
143500,535,220,0,0,490,0,15,0,0,0,40,50,0,0,0,0,90,0.0,40,36.0575,2013,46,1,1,29,1,0
143509,515,210,0,0,495,0,0,0,0,0,40,100,50,0,0,0,30,0.0,40,42.78825,2013,43,2,1,53,1,0
143513,485,89,2,0,537,0,10,0,0,0,40,260,0,5,0,0,12,0.0,35,12.8571428571,2013,40,1,1,31,3,0
143516,515,90,5,0,495,0,30,10,0,0,60,30,130,0,0,0,75,0.0,45,9.33333333333,2013,43,2,1,30,1,0
143521,799,0,0,0,240,0,27,0,0,0,70,210,0,10,0,0,54,0.0,40,25.9615,2013,40,1,1,52,1,0
143523,630,208,0,2,450,0,0,0,0,0,60,40,0,0,0,0,50,0.0,40,0.2,2013,38,2,1,42,1,1
143531,915,0,0,0,120,0,0,0,0,0,15,150,180,0,0,0,60,0.0,40,11.085,2013,43,2,1,21,3,1
143543,465,20,0,0,480,0,0,0,0,0,80,365,0,0,0,0,30,0.0,40,21.6345,2013,40,2,1,62,3,0
143546,360,0,0,0,990,0,15,0,0,0,15,60,0,0,0,0,0,0.0,55,19.8181818182,2013,44,2,2,63,3,0
143547,676,0,0,0,524,0,120,0,0,0,45,0,0,0,0,0,75,0.0,40,24.03825,2013,44,2,1,48,3,0
143552,491,0,0,0,499,0,0,0,0,0,20,270,120,0,0,0,40,0.0,40,62.5,2013,43,1,1,62,3,0
143553,410,50,0,0,960,0,0,0,0,0,20,0,0,0,0,0,0,0.0,45,29.0597777778,2013,40,2,1,43,1,2
143554,361,0,0,0,784,60,90,0,0,0,55,90,0,0,0,0,0,0.0,84,34.3405952381,2013,39,1,1,30,1,3
143556,560,180,0,0,460,0,0,0,0,0,30,180,0,0,0,0,30,0.0,40,9.23075,2013,39,2,1,39,3,1
143572,496,72,0,0,504,0,45,0,0,0,45,202,0,0,0,0,76,0.0,50,29.2306,2013,43,1,1,60,1,0
143576,540,0,0,0,500,0,135,0,0,0,100,134,0,0,0,0,31,0.0,40,55.769,2013,43,1,1,38,1,2
143589,400,15,0,0,565,0,5,0,0,0,150,90,0,0,0,0,215,0.0,40,13.86,2013,43,1,1,25,2,0
143593,495,0,0,0,665,0,0,0,0,0,40,205,0,0,0,0,35,0.0,52,29.5857692308,2013,43,1,1,58,1,0
143596,475,51,0,0,465,0,5,0,0,0,120,135,30,0,0,0,159,0.0,40,64.90375,2013,43,1,1,61,1,0
143602,374,17,30,0,526,0,5,0,0,0,50,150,90,0,0,0,153,0.0,40,13.72,2013,40,2,1,24,3,1
143603,508,1,0,180,509,0,0,0,20,0,60,107,0,0,0,0,55,0.0,48,5.0,2013,39,1,2,52,3,0
143604,580,0,0,0,560,0,0,0,0,0,30,165,0,0,0,0,105,0.0,40,12.5,2013,40,1,1,45,1,4
143605,660,0,0,0,505,0,0,0,0,0,115,30,30,0,0,0,70,0.0,70,27.4724285714,2013,39,2,1,53,3,0
143609,590,350,0,0,60,0,5,0,0,0,180,165,40,0,0,0,50,0.0,50,57.6922,2013,46,1,1,33,1,0
143611,660,0,0,0,615,0,0,0,0,0,45,0,0,0,0,0,60,0.0,60,10.95,2013,39,1,1,24,2,1
143618,710,0,0,0,285,60,0,0,0,0,75,70,190,0,0,0,50,0.0,37,2.22972972973,2013,36,1,2,17,3,1
143619,520,0,21,0,559,0,10,0,0,0,95,90,60,0,0,0,85,0.0,35,35.7142857143,2013,44,2,1,31,1,1
143620,582,5,0,0,480,0,100,0,0,0,50,150,0,0,0,15,58,0.0,40,10.0,2013,34,1,1,37,1,3
143621,540,0,0,0,370,0,0,0,0,0,100,410,0,0,0,0,20,0.0,40,7.5,2013,36,1,2,63,3,0
143624,350,105,167,0,378,0,60,0,0,0,60,286,0,0,0,0,34,0.0,40,7.5,2013,40,2,1,18,2,1
143627,540,0,0,0,680,0,0,0,0,0,15,185,0,0,0,0,20,0.0,45,12.8204444444,2013,40,2,2,65,3,0
143631,325,40,185,0,470,0,10,0,0,0,60,240,0,0,0,0,110,0.0,40,17.0,2013,42,2,1,26,3,2
143633,595,265,0,0,45,0,395,0,0,0,10,60,0,0,0,0,70,0.0,50,21.1538,2013,43,2,1,54,1,0
143640,505,50,0,2,460,0,0,0,0,0,93,245,0,0,0,0,85,0.0,40,41.27,2013,39,1,1,49,1,2
143642,645,5,0,0,455,0,0,0,0,0,25,230,30,0,0,0,50,0.0,40,12.5,2013,33,1,1,44,1,2
143643,535,20,0,0,555,0,25,0,0,0,0,0,0,0,0,0,305,0.0,50,13.846,2013,42,1,1,62,1,3
143647,450,60,0,0,520,0,0,0,0,0,60,310,0,0,0,0,40,0.0,40,16.82675,2013,39,2,1,47,1,0
