,personal,household,care_hh,care_nonhh,work_act,education_act,consume,prof_care,household_service,government,eating,leisure,sports,religious,volunteer,telephone,travel,sleep,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
6662,270,0,0,0,710,0,0,0,0,0,30,410,0,0,0,0,20,0.0,40,5.19225,2003,33,1,-1,42,1,4
6665,495,0,90,0,570,0,0,0,0,0,90,45,0,0,60,0,90,0.0,67,22.9620895522,2003,44,1,-1,46,1,3
6670,557,0,5,0,515,0,0,0,0,0,115,85,30,0,0,0,113,0.0,40,10.3845,2003,44,1,-1,38,1,4
6673,540,60,0,0,524,0,0,0,0,0,124,182,0,0,0,0,10,0.0,40,5.0,2003,32,1,-1,65,1,0
6676,510,15,0,0,585,0,0,0,0,0,35,165,0,0,0,0,130,0.0,40,21.6,2003,39,1,-1,62,3,0
6681,495,0,163,0,565,0,5,0,0,0,35,115,0,0,0,0,62,0.0,50,13.0,2003,40,1,-1,31,1,1
6684,505,25,95,0,492,0,0,10,0,0,65,80,90,0,0,0,68,0.0,55,5.03490909091,2003,39,2,-1,34,2,3
6690,540,10,45,0,60,0,10,5,0,0,60,405,0,125,0,0,180,0.0,54,10.1851851852,2003,40,2,-1,40,3,2
6691,435,15,0,0,539,0,0,0,0,0,90,220,0,0,0,45,81,0.0,50,18.0768,2003,43,1,-1,24,3,0
6694,555,10,0,41,300,0,230,0,0,0,140,40,0,0,0,0,124,0.0,38,26.8218421053,2003,43,2,-1,40,1,0
6696,465,75,165,0,425,0,0,10,0,0,75,70,60,0,75,0,20,0.0,50,14.6152,2003,43,2,-1,31,1,2
6702,495,260,0,0,255,0,170,0,0,0,30,210,0,0,0,0,20,0.0,40,17.5615,2003,43,1,-1,34,1,3
6706,485,40,0,0,580,0,45,0,0,0,80,145,0,0,0,0,65,0.0,50,15.0,2003,43,2,-1,50,3,0
6713,603,260,75,0,30,0,60,0,0,0,105,143,0,0,0,0,164,0.0,55,27.6921818182,2003,42,2,-1,27,1,2
6714,360,44,196,0,480,0,6,0,0,0,150,140,0,0,0,0,56,0.0,40,7.0,2003,39,1,-1,36,3,2
6715,470,90,65,0,685,0,0,0,0,0,20,60,0,0,0,0,50,0.0,50,19.2306,2003,39,2,-1,24,1,2
6716,427,40,0,33,440,0,90,0,0,0,110,255,0,0,0,0,45,0.0,40,15.37875,2003,40,2,-1,43,3,0
6719,570,60,0,0,410,0,90,0,0,0,55,234,0,0,0,0,21,0.0,35,7.912,2003,40,2,-1,55,1,0
6721,510,0,20,0,475,0,0,0,0,0,90,255,0,0,0,0,90,0.0,40,34.1345,2003,43,1,-1,36,1,3
6723,390,0,5,70,470,0,115,60,0,0,70,100,0,0,0,0,160,0.0,45,17.92,2003,39,1,-1,35,1,3
6724,513,25,0,2,545,0,0,0,0,0,0,210,0,0,0,30,115,0.0,50,7.125,2003,39,1,-1,19,3,0
6726,695,25,0,0,410,0,40,0,0,0,35,30,70,20,0,0,115,0.0,40,33.25,2003,43,2,-1,29,3,0
6729,485,55,0,0,475,0,5,1,0,0,110,229,15,0,0,0,65,0.0,40,16.78,2003,40,1,-1,57,1,0
6736,485,195,390,0,90,0,0,0,0,0,90,105,0,65,0,0,20,0.0,45,44.4444444444,2003,43,1,-1,50,1,2
6737,525,0,0,0,590,0,0,0,0,0,105,200,0,0,0,0,20,0.0,50,32.3076,2003,40,1,-1,49,1,0
6746,375,75,0,0,515,0,5,0,0,0,30,330,0,0,0,0,110,0.0,40,22.11525,2003,39,2,-1,47,1,1
6756,472,10,0,20,335,0,20,75,0,0,18,225,0,0,0,10,255,0.0,40,20.673,2003,43,2,-1,55,3,0
6766,550,5,13,0,520,0,5,0,0,0,45,209,0,0,0,0,93,0.0,40,25.03825,2003,43,1,-1,46,1,2
6769,440,330,10,0,350,0,5,0,0,0,15,30,0,0,110,5,145,0.0,39,5.58333333333,2003,40,2,-1,40,3,2
6770,525,15,0,0,430,0,45,0,0,0,60,235,0,0,0,0,58,0.0,40,11.25,2003,40,2,-1,50,1,0
6775,522,0,0,107,440,0,0,0,0,0,30,104,0,0,0,180,57,0.0,40,8.3075,2003,39,2,-1,48,1,0
6777,530,110,0,0,360,0,50,10,0,0,90,210,0,0,0,0,80,0.0,48,2.39583333333,2003,39,2,-1,48,1,1
6787,508,0,0,0,650,0,0,20,0,0,0,97,0,0,0,0,165,0.0,40,12.09,2003,39,1,-1,41,1,1
6788,510,15,0,0,775,0,25,0,0,0,15,60,0,0,0,0,40,0.0,40,50.0,2003,44,2,-1,62,1,0
6798,555,100,0,0,450,0,30,20,0,0,70,110,0,0,0,0,90,0.0,40,8.75,2003,39,2,-1,59,1,0
6800,605,180,120,0,300,0,20,0,0,0,30,160,0,0,0,0,25,0.0,40,2.8,2003,35,2,-1,25,3,3
6802,480,325,0,0,260,0,75,0,0,0,60,180,0,0,0,0,30,0.0,40,12.0,2003,39,2,-1,54,1,0
6809,425,92,48,0,488,0,90,0,0,0,75,60,0,0,0,0,162,0.0,40,33.65375,2003,40,1,-1,36,1,1
6810,565,0,20,10,445,0,0,0,0,0,60,145,0,0,0,0,195,0.0,40,8.08,2003,40,2,-1,21,2,2
6811,600,0,0,0,525,0,0,0,0,0,30,195,30,0,0,0,50,0.0,40,15.86525,2003,41,2,-1,33,3,0
6813,585,180,0,0,480,0,0,0,0,0,60,95,0,0,0,0,40,0.0,40,8.5,2003,36,1,-1,47,1,1
6821,522,120,60,5,395,0,30,0,0,0,75,105,0,0,0,0,128,0.0,40,67.3075,2003,42,2,-1,39,3,2
6826,645,30,0,0,170,0,36,0,0,0,35,420,80,0,0,0,24,0.0,55,29.2681818182,2003,44,2,-1,57,3,0
6830,420,60,0,0,590,0,0,0,0,0,85,150,60,0,0,0,75,0.0,50,47.3076,2003,43,1,-1,51,3,0
6835,347,9,25,0,472,0,0,80,0,0,94,315,40,0,0,0,48,0.0,50,25.3846,2003,40,1,-1,24,1,2
6837,425,90,0,0,450,275,0,0,0,0,45,92,0,0,0,35,28,0.0,70,5.85714285714,2003,42,2,-1,41,3,0
6839,445,32,42,0,465,0,10,0,0,0,50,361,0,0,0,0,35,0.0,40,9.5,2003,39,2,-1,46,3,1
6841,485,0,0,3,475,0,10,0,0,0,90,312,0,0,0,0,65,0.0,40,11.77875,2003,42,2,-1,52,1,0
6847,615,165,0,0,435,0,0,0,0,0,45,160,0,0,0,0,20,0.0,36,5.55555555556,2003,39,2,-1,57,1,0
6849,517,12,21,0,590,0,9,2,12,0,10,50,0,0,70,0,142,0.0,55,34.9649090909,2003,44,1,-1,41,1,3
6853,520,0,20,0,552,0,8,0,0,0,75,212,0,0,0,0,53,0.0,35,5.14285714286,2003,39,2,-1,29,1,2
6858,470,195,0,0,485,0,140,0,0,0,75,35,0,0,0,0,40,0.0,40,12.98075,2003,39,1,-1,66,1,0
6859,360,30,332,16,305,0,35,95,0,0,5,142,0,0,0,0,120,0.0,40,11.84,2003,40,2,-1,33,3,2
6862,505,75,42,0,551,0,6,0,0,0,40,110,0,0,0,0,111,0.0,47,13.9114893617,2003,42,2,-1,44,1,1
6864,500,230,0,0,460,0,0,0,0,0,50,105,45,0,0,0,50,0.0,40,22.5,2003,39,2,-1,54,1,0
6871,615,0,0,0,625,0,0,0,0,0,30,120,0,0,0,0,50,0.0,40,13.4615,2003,41,1,-1,52,1,0
6882,460,190,0,0,385,0,0,0,0,0,50,285,0,0,0,0,70,0.0,40,12.019,2003,43,2,-1,49,3,0
6883,553,162,54,0,459,0,0,0,0,0,15,135,15,0,0,0,32,0.0,40,7.75,2003,40,2,-1,35,3,3
6886,485,70,156,0,509,0,30,0,0,0,45,75,0,0,0,5,65,0.0,35,13.6054285714,2003,43,2,-1,48,1,2
6893,690,250,0,215,165,0,0,0,0,0,30,60,0,0,0,0,30,0.0,42,13.2285714286,2003,36,2,-1,55,2,0
6896,630,235,0,0,30,0,30,0,0,0,15,470,0,0,0,30,0,0.0,40,17.65,2003,43,2,-1,40,3,1
6898,568,144,0,0,460,0,0,0,0,0,88,60,0,0,0,30,90,0.0,40,9.0,2003,40,2,-1,57,3,0
6900,450,15,0,0,615,0,0,0,0,0,50,120,0,0,0,90,100,0.0,40,40.0,2003,43,1,-1,27,3,0
6912,470,0,0,0,460,0,0,0,0,0,30,370,0,0,0,10,100,0.0,40,9.5,2003,40,1,-1,29,3,0
6914,535,65,102,0,520,0,37,0,0,0,15,20,0,0,56,0,82,0.0,40,25.0,2003,43,2,-1,48,3,1
6922,510,0,0,0,627,0,45,2,0,0,75,130,0,0,0,0,51,0.0,45,15.94,2003,40,2,-1,50,3,0
6924,525,0,0,0,490,0,0,0,0,0,80,315,0,0,0,0,30,0.0,40,13.7,2003,40,2,-1,35,3,0
6926,495,30,0,0,195,0,120,0,0,0,0,165,60,0,0,120,120,0.0,40,55.28825,2003,43,1,-1,40,1,2
6931,555,40,65,0,443,0,0,25,0,0,50,95,0,0,0,0,142,0.0,45,17.5213333333,2003,44,2,-1,29,1,1
6936,405,0,0,0,840,0,0,0,0,0,45,0,0,0,0,0,150,0.0,60,13.75,2003,43,1,-1,55,1,0
6937,450,0,0,0,470,0,0,0,0,0,60,400,0,0,0,0,60,0.0,40,17.0,2003,39,1,-1,57,1,0
6941,410,40,90,0,690,0,0,0,0,0,0,45,0,45,0,0,120,0.0,40,14.0,2003,40,1,-1,44,1,2
6944,430,60,0,0,550,0,150,0,0,0,80,30,0,0,0,0,140,0.0,50,57.6922,2003,41,1,-1,30,1,1
6945,440,65,0,0,417,0,92,0,0,0,60,173,80,0,0,0,113,0.0,42,20.6042857143,2003,39,1,-1,47,1,1
6948,603,60,145,0,414,0,0,0,0,0,50,120,0,0,0,0,48,0.0,38,15.1821052632,2003,44,2,-1,30,1,2
6949,542,80,0,0,392,0,41,0,0,0,85,169,0,0,0,0,131,0.0,44,21.9272727273,2003,39,1,-1,55,1,0
6953,615,45,0,0,450,0,0,0,0,0,45,165,0,0,60,0,60,0.0,40,8.894,2003,39,2,-1,22,2,0
6961,555,0,0,0,495,0,0,0,0,0,15,315,0,0,0,0,60,0.0,40,7.5,2003,39,2,-1,23,3,1
6964,545,5,0,0,420,0,0,0,0,0,125,210,0,0,0,20,115,0.0,40,8.65375,2003,43,2,-1,34,1,0
6970,567,91,68,14,360,0,10,0,0,0,26,256,20,0,0,0,28,0.0,40,12.5,2003,34,2,-1,28,1,1
6974,775,0,0,80,10,60,0,120,0,0,45,240,0,0,0,0,110,0.0,45,8.99444444444,2003,40,2,-1,25,3,2
6982,590,0,120,0,460,0,0,0,0,0,70,150,0,0,0,0,50,0.0,40,7.0,2003,37,2,-1,31,1,4
6984,537,60,3,0,550,0,10,0,0,0,85,140,0,0,0,0,55,0.0,55,52.4474545455,2003,44,1,-1,43,1,1
6991,521,42,0,0,741,0,27,0,0,0,22,0,0,0,0,0,87,0.0,50,12.0,2003,42,2,-1,33,1,2
6992,556,0,0,0,644,0,0,0,0,0,60,30,0,0,0,0,150,0.0,40,14.0,2003,39,1,-1,40,1,4
6995,385,15,0,0,795,0,5,0,0,0,35,75,0,0,0,0,130,0.0,65,5.47692307692,2003,39,1,-1,23,2,2
6996,570,5,80,0,521,0,0,0,0,0,100,85,20,0,0,0,59,0.0,40,38.4615,2003,44,1,-1,36,1,2
7006,425,60,105,0,725,0,0,0,0,0,20,0,0,0,0,0,105,0.0,60,48.0768333333,2003,43,2,-1,38,1,2
7007,516,220,0,0,530,0,0,0,0,0,30,90,0,0,0,0,54,0.0,40,9.375,2003,39,1,-1,42,3,0
7011,630,150,0,0,550,0,0,0,0,0,0,70,0,0,0,0,40,0.0,48,12.8125,2003,40,2,-1,42,1,2
7013,475,30,0,0,680,0,15,0,0,0,30,180,0,0,0,0,30,0.0,40,14.423,2003,40,1,-1,23,1,0
7014,520,70,0,0,750,0,0,0,0,0,0,80,0,0,0,0,20,0.0,54,37.037037037,2003,44,2,-1,52,3,0
7018,550,0,0,0,485,320,0,0,0,0,50,0,0,0,0,0,35,0.0,40,8.7,2003,31,2,-1,31,1,0
7020,570,0,55,0,525,0,0,0,0,0,30,200,0,0,0,0,60,0.0,40,16.625,2003,40,2,-1,33,2,1
7021,270,495,60,0,435,0,10,0,0,0,10,20,0,0,0,20,120,0.0,40,12.9375,2003,39,2,-1,37,2,2
7027,540,5,0,0,585,0,55,0,0,0,30,130,0,0,0,0,95,0.0,58,19.8937931034,2003,39,1,-1,30,3,0
7030,544,110,0,0,460,0,10,0,0,0,30,167,80,0,0,0,39,0.0,40,62.5,2003,45,2,-1,42,3,0
7035,420,120,0,0,486,0,9,0,0,0,15,320,0,0,0,0,70,0.0,40,12.0,2003,39,2,-1,22,3,0
7037,555,40,0,0,460,0,60,0,0,0,80,55,30,0,0,0,160,0.0,50,11.0,2003,40,2,-1,21,3,1
7042,540,0,0,0,555,0,0,0,0,0,100,15,0,0,180,0,50,0.0,50,41.14,2003,46,1,-1,42,1,1
7043,550,0,0,0,780,0,0,0,0,0,20,30,30,0,0,0,30,0.0,60,32.0511666667,2003,44,2,-1,37,2,0
7044,340,0,0,0,900,0,5,0,0,0,75,90,0,0,0,0,30,0.0,40,9.3125,2003,39,2,-1,19,3,1
7045,730,0,0,0,420,0,0,0,0,0,0,230,0,0,0,0,60,0.0,38,6.57894736842,2003,41,1,-1,23,3,0
7051,435,270,0,0,45,0,130,0,0,0,65,425,0,0,0,0,70,0.0,70,11.4285714286,2003,39,1,-1,50,1,0
7054,480,108,0,0,585,0,40,0,0,0,45,142,0,0,0,0,40,0.0,48,19.230625,2003,39,1,-1,64,1,0
7056,555,0,0,0,825,0,0,0,0,0,60,0,0,0,0,0,0,0.0,110,10.1818181818,2003,43,1,-1,41,1,3
7060,390,120,0,0,240,0,0,0,0,0,60,590,0,0,0,0,40,0.0,50,4.8,2003,40,2,-1,29,3,2
7063,590,0,230,0,470,0,0,0,0,0,30,75,0,0,0,0,45,0.0,40,11.25,2003,43,1,-1,43,1,3
7064,370,0,0,0,470,0,0,0,0,0,55,70,190,0,0,0,285,0.0,40,37.22,2003,41,1,-1,48,1,0
7072,540,135,140,0,175,0,0,0,0,0,80,225,0,60,0,0,85,0.0,50,25.3846,2003,43,1,-1,35,1,2
7075,745,0,0,0,460,0,15,0,0,0,140,0,0,0,0,0,80,0.0,46,18.8043478261,2003,45,2,-1,62,3,0
7080,315,0,0,0,680,200,0,0,0,0,65,60,0,0,0,0,120,0.0,40,16.23,2003,40,1,-1,33,3,0
7088,415,20,0,0,605,0,0,0,0,0,45,320,0,0,0,0,35,0.0,50,13.2,2003,40,1,-1,48,3,0
7089,610,170,153,0,30,0,30,0,0,0,240,195,0,0,0,0,12,0.0,60,48.0768333333,2003,45,1,-1,33,1,2
7090,465,65,0,0,390,0,21,0,0,0,30,310,0,0,0,0,159,0.0,35,20.0285714286,2003,40,2,-1,52,3,0
7094,415,30,35,0,510,150,20,0,0,0,70,150,0,0,0,0,60,0.0,40,8.75,2003,40,2,-1,34,1,3
7096,470,0,30,121,470,60,5,0,0,0,60,125,0,0,0,0,99,0.0,40,9.75,2003,43,1,-1,60,1,0
7100,465,35,0,0,720,0,0,0,0,0,0,135,0,0,0,0,85,0.0,40,8.89,2003,42,2,-1,44,3,1
7101,530,0,0,0,375,0,10,0,0,180,75,155,0,0,0,0,115,0.0,35,10.4394285714,2003,39,1,-1,66,1,0
7103,180,0,0,0,910,0,0,0,0,0,60,30,60,0,0,0,200,0.0,45,48.0,2003,39,1,-1,33,1,3
7109,450,270,0,0,555,0,0,0,0,0,75,90,0,0,0,0,0,0.0,80,3.125,2003,39,1,-1,72,1,0
7110,505,0,0,0,570,0,0,0,0,0,90,225,0,0,0,0,50,0.0,40,15.25,2003,35,1,-1,45,1,0
7115,475,0,10,0,790,0,0,0,0,0,45,80,30,0,0,0,10,0.0,70,19.7801428571,2003,39,1,-1,51,1,2
7116,560,10,0,10,455,0,5,0,15,0,50,185,0,0,0,0,150,0.0,40,11.1315,2003,40,2,-1,24,3,0
7122,540,30,0,0,520,190,23,0,0,0,80,0,0,0,0,0,57,0.0,45,17.094,2003,43,2,-1,28,1,0
7127,515,0,120,0,660,0,0,0,0,0,15,90,0,0,0,0,40,0.0,50,10.0,2003,39,1,-1,30,1,2
7129,682,558,0,0,20,30,0,0,0,0,45,93,0,0,0,0,12,0.0,40,6.9,2003,43,2,-1,27,3,0
7132,590,60,20,0,210,0,0,0,0,0,80,75,60,0,0,0,345,0.0,50,41.1538,2003,43,1,-1,40,1,3
7133,464,31,40,0,245,0,176,0,0,0,90,198,0,0,0,0,196,0.0,46,15.2173913043,2003,39,1,-1,45,1,0
7148,393,0,0,0,708,0,0,0,0,0,0,243,0,0,0,60,36,0.0,45,11.1111111111,2003,41,2,-1,27,3,0
7153,630,60,0,0,480,0,0,0,0,0,60,90,0,0,0,0,120,0.0,40,13.875,2003,40,2,-1,52,3,0
7154,517,5,223,0,450,0,40,1,0,0,60,0,0,0,0,0,144,0.0,48,6.25,2003,33,2,-1,30,3,4
7156,603,0,155,0,420,0,25,0,0,0,105,0,0,0,0,0,132,0.0,40,21.923,2003,40,2,-1,29,3,2
7160,570,90,0,0,550,0,0,0,0,0,75,60,30,0,0,0,65,0.0,85,6.56105882353,2003,41,2,-1,56,1,0
7163,745,25,0,0,585,0,0,0,0,0,25,0,0,0,0,0,60,0.0,40,15.0,2003,33,1,-1,42,1,1
7164,470,90,0,0,550,0,0,0,0,0,60,230,0,0,0,0,40,0.0,40,18.75,2003,39,1,-1,47,1,0
7165,700,0,0,0,570,0,0,0,0,0,45,120,0,0,0,0,5,0.0,40,10.0,2003,33,1,-1,31,1,5
7166,585,30,0,0,630,0,0,0,0,0,85,45,0,0,0,0,65,0.0,40,14.423,2003,43,2,-1,56,3,0
7171,145,470,0,0,772,0,0,0,0,0,8,15,0,0,0,0,30,0.0,40,11.25,2003,42,1,-1,46,1,1
7175,375,1,41,0,503,0,10,0,0,0,45,270,0,0,0,0,195,0.0,45,27.7777777778,2003,43,1,-1,30,3,1
7176,410,10,20,0,465,0,0,0,0,0,195,230,0,0,0,0,110,0.0,40,16.7,2003,40,2,-1,49,3,0
7179,577,210,0,0,457,0,0,0,0,0,45,135,0,0,0,0,16,0.0,41,11.7073170732,2003,39,1,-1,25,2,0
7180,735,20,0,0,607,0,0,0,0,0,23,0,0,0,0,5,50,0.0,61,2.45901639344,2003,35,1,-1,34,3,1
7182,520,0,0,5,775,0,0,15,0,0,25,0,60,0,0,0,40,0.0,65,4.92307692308,2003,39,1,-1,19,3,2
7185,550,0,0,0,650,0,0,0,0,0,90,90,0,0,0,0,60,0.0,50,11.7,2003,36,1,-1,25,1,0
7186,495,25,0,0,420,0,60,0,0,0,0,405,0,0,0,0,35,0.0,60,27.7776666667,2003,46,1,-1,65,1,0
7196,729,90,61,0,425,0,0,0,0,0,30,30,0,0,0,0,75,0.0,36,9.02777777778,2003,40,2,-1,34,3,1
7208,405,30,0,0,485,0,0,0,0,0,105,395,0,0,0,0,20,0.0,40,6.75,2003,39,1,-1,54,3,0
7220,700,90,0,0,500,0,20,0,0,0,40,50,0,0,0,0,40,0.0,56,12.0191071429,2003,37,1,-1,47,1,2
7221,575,15,0,0,490,0,0,0,0,0,40,240,0,0,0,0,80,0.0,38,8.94736842105,2003,41,1,-1,40,1,2
7224,510,95,0,0,480,0,0,0,0,0,55,120,0,0,120,0,60,0.0,40,21.25,2003,40,1,-1,26,3,0
7232,360,130,60,0,635,0,0,0,0,0,60,165,0,30,0,0,0,0.0,40,13.0,2003,39,1,-1,49,1,1
7237,770,130,0,0,225,0,0,0,0,0,75,240,0,0,0,0,0,0.0,52,22.1892307692,2003,40,2,-1,54,3,0
7238,555,65,0,0,485,0,0,0,0,0,150,145,0,0,0,0,40,0.0,45,20.0,2003,40,1,-1,56,1,0
7243,670,302,30,10,180,0,0,0,0,0,65,129,0,0,0,0,54,0.0,60,8.10883333333,2003,41,1,-1,40,3,1
7248,590,97,20,0,510,0,0,0,0,0,20,62,0,0,117,0,24,0.0,37,17.4635135135,2003,43,1,-1,39,1,2
7253,460,70,0,0,500,0,0,0,0,0,70,270,0,0,0,0,70,0.0,40,17.3075,2003,43,2,-1,41,3,0
7255,415,0,0,0,840,0,0,0,0,0,44,20,0,0,0,0,121,0.0,60,12.3396666667,2003,41,1,-1,23,1,1
7256,750,30,0,0,120,0,45,0,0,0,30,400,0,0,0,0,65,0.0,40,16.875,2003,40,2,-1,32,1,1
7261,445,145,5,0,480,0,0,0,0,0,60,213,0,0,0,30,62,0.0,40,25.0,2003,40,2,-1,52,1,1
7262,770,0,0,0,410,0,0,0,0,0,80,120,0,0,0,0,60,0.0,40,16.25,2003,34,1,-1,36,1,3
7265,565,35,0,0,486,0,12,0,0,0,52,250,0,0,0,0,40,0.0,40,12.98075,2003,40,2,-1,56,3,0
7272,595,0,0,0,470,140,120,0,0,0,30,45,0,0,0,0,40,0.0,35,5.15,2003,34,1,-1,16,3,1
7282,525,35,0,0,15,0,0,0,0,0,105,665,0,0,0,30,65,0.0,45,23.5042222222,2003,43,2,-1,77,3,0
7285,540,0,89,1,395,0,25,100,0,0,65,130,0,0,0,0,95,0.0,40,17.04525,2003,43,2,-1,34,1,1
7287,540,0,80,0,469,0,30,0,0,0,60,205,0,0,0,0,56,0.0,40,13.846,2003,40,2,-1,34,3,2
7288,305,0,129,0,573,0,2,3,0,0,40,208,0,0,0,5,175,0.0,52,19.375,2003,41,2,-1,34,3,3
7291,600,0,82,0,560,0,0,0,0,0,70,20,0,0,0,0,103,0.0,55,41.958,2003,44,1,-1,37,1,3
7295,607,63,15,5,298,0,0,0,0,0,0,130,0,0,0,0,322,0.0,42,26.7857142857,2003,44,2,-1,26,3,1
7335,365,22,0,0,650,0,10,0,0,0,30,323,0,0,0,0,40,0.0,40,27.8845,2003,41,1,-1,64,1,0
7336,650,0,0,0,533,0,0,0,0,0,40,180,0,0,0,0,37,0.0,40,23.2095,2003,43,1,-1,59,1,0
7340,380,60,0,0,455,0,0,0,0,0,80,340,0,0,0,0,125,0.0,50,9.6152,2003,33,1,-1,51,1,3
7347,410,0,20,0,755,0,0,0,0,0,40,75,0,0,0,0,140,0.0,72,13.8888888889,2003,43,1,-1,36,1,3
7350,440,0,0,0,507,225,30,0,0,0,53,45,0,0,0,0,140,0.0,46,30.1002173913,2003,39,1,-1,45,1,1
7360,635,35,0,2,480,0,0,0,0,0,75,148,0,0,0,0,65,0.0,40,12.019,2003,39,2,-1,53,1,0
7361,575,20,20,0,440,0,0,0,0,0,115,140,90,0,0,0,40,0.0,40,14.423,2003,40,1,-1,24,2,0
7363,395,190,0,0,505,0,110,0,0,0,60,110,0,0,0,0,70,0.0,50,40.0,2003,39,1,-1,31,1,2
7364,540,110,0,0,380,0,0,0,0,0,60,340,0,0,0,0,10,0.0,38,6.05263157895,2003,40,2,-1,45,3,0
7365,450,0,165,6,534,0,0,0,0,0,45,191,0,0,0,0,49,0.0,40,10.0,2003,35,1,-1,29,1,2
7388,660,0,0,0,490,0,0,0,0,0,75,135,0,0,0,0,80,0.0,40,25.9615,2003,43,2,-1,28,3,0
7393,495,0,0,0,590,0,0,0,0,0,85,70,90,0,0,0,110,0.0,45,22.2222222222,2003,44,1,-1,52,3,0
7394,495,30,0,0,503,0,65,0,0,0,35,220,0,0,0,0,92,0.0,42,9.59523809524,2003,38,1,-1,55,3,0
7396,500,45,0,0,425,0,0,30,0,130,85,85,75,0,0,0,65,0.0,40,11.25,2003,43,2,-1,36,1,0
7402,340,0,0,0,845,0,0,0,0,0,30,20,0,150,0,0,55,0.0,60,12.3076666667,2003,39,1,-1,50,1,0
7410,595,120,3,0,455,171,0,0,0,0,0,0,20,0,0,0,76,0.0,40,27.8845,2003,43,1,-1,48,1,1
7413,525,90,0,0,600,0,0,0,0,0,0,135,60,0,0,0,30,0.0,62,46.5259677419,2003,43,2,-1,52,1,0
7419,555,425,90,0,15,0,60,0,0,0,70,175,0,0,0,0,50,0.0,40,8.0,2003,40,2,-1,52,3,2
7420,550,70,2,0,512,0,60,0,0,0,36,73,40,0,0,0,97,0.0,40,9.0,2003,33,1,-1,52,1,2
7429,450,30,0,0,520,0,0,0,0,0,30,230,0,0,0,0,180,0.0,40,54.8075,2003,40,2,-1,57,1,0
7432,466,5,105,2,480,0,0,0,0,0,80,30,0,0,97,0,175,0.0,40,15.28825,2003,41,1,-1,22,1,3
7434,520,60,0,0,705,0,0,0,0,0,90,0,30,0,0,0,35,0.0,50,17.5384,2003,44,1,-1,55,1,3
7440,555,85,2,0,400,0,20,5,0,0,75,168,0,0,0,30,100,0.0,40,28.125,2003,44,2,-1,52,3,1
7443,510,90,0,0,615,0,60,0,0,0,90,0,0,0,0,0,75,0.0,45,27.7777777778,2003,43,2,-1,38,1,0
7446,585,70,0,0,419,0,30,0,0,0,30,103,60,0,0,0,143,0.0,40,37.019,2003,43,2,-1,43,3,0
7448,530,60,0,0,510,0,0,0,0,0,70,250,0,0,0,0,20,0.0,40,15.05,2003,39,1,-1,40,1,2
7461,505,82,185,0,358,0,0,0,0,0,65,50,0,0,80,0,115,0.0,40,25.0,2003,39,1,-1,40,1,2
7462,600,120,0,0,270,0,0,0,0,0,90,300,0,0,0,0,60,0.0,60,15.05,2003,43,1,-1,47,1,0
7463,490,30,0,0,555,0,15,0,0,0,30,105,0,0,0,5,120,0.0,55,7.98872727273,2003,42,1,-1,52,2,0
7466,458,135,0,0,658,0,0,0,0,0,65,120,0,0,0,0,4,0.0,50,9.0,2003,39,1,-1,45,2,0
7467,470,0,65,0,685,0,0,0,0,0,45,70,0,0,65,0,40,0.0,55,7.27272727273,2003,41,1,-1,28,1,2
7469,452,17,0,1,455,0,13,1,0,0,60,379,0,0,0,0,62,0.0,39,7.17948717949,2003,39,2,-1,65,3,0
7474,315,15,15,10,480,0,0,75,0,0,0,402,0,0,0,50,78,0.0,38,11.8421052632,2003,39,2,-1,41,1,1
7479,480,35,0,0,490,0,0,0,0,0,60,300,0,0,0,0,45,0.0,40,26.44225,2003,42,1,-1,51,3,0
7480,535,90,40,0,385,0,0,0,0,0,105,70,0,0,0,0,215,0.0,40,14.0,2003,41,2,-1,37,3,3
7481,489,133,0,27,435,0,30,0,0,0,65,185,0,0,0,0,76,0.0,48,6.25,2003,39,1,-1,35,1,0
7482,330,0,0,0,950,0,0,0,0,0,30,105,0,0,0,0,25,0.0,40,14.2,2003,40,1,-1,44,3,0
7494,375,65,106,0,389,0,20,0,0,15,60,178,0,0,0,15,217,0.0,40,13.75,2003,40,1,-1,39,3,2
7500,420,175,135,0,215,0,10,0,0,0,165,150,0,0,0,0,170,0.0,55,12.1818181818,2003,40,1,-1,31,1,1
7522,420,0,0,0,675,0,0,0,0,0,15,250,0,0,0,0,80,0.0,50,23.0,2003,43,2,-1,45,3,0
7526,540,0,0,0,430,0,0,0,0,0,185,160,0,0,0,0,125,0.0,50,26.923,2003,44,1,-1,60,1,0
7530,410,260,0,0,570,0,0,0,0,0,55,105,0,0,0,0,40,0.0,50,12.0,2003,39,1,-1,56,1,1
7536,445,0,0,0,660,0,0,0,0,0,5,260,0,0,0,0,70,0.0,50,20.0,2003,38,1,-1,30,1,0
7541,520,50,100,0,410,0,5,0,0,0,30,150,0,0,0,0,175,0.0,50,41.5384,2003,40,1,-1,38,1,1
7542,530,55,174,0,450,0,0,5,0,0,69,45,30,0,0,0,82,0.0,40,16.8,2003,41,2,-1,37,3,2
7546,570,76,10,0,545,0,31,0,0,0,25,94,0,0,0,0,89,0.0,35,10.5714285714,2003,41,2,-1,39,1,2
7550,420,240,0,0,485,0,0,0,0,0,60,145,0,0,0,0,90,0.0,40,7.5,2003,35,2,-1,23,1,0
